arm,citing_work_key,ref_key,title,state,doi,source,ratio,reason,seconds
before,Benedek_2015_multilayer-markov-random-field-models,b4,Markovian framework for structural change detection with application on detecting built-in changes in airborne images,unresolved,,,,best=crossref:0.50:10.5194/egusphere-egu23-13357,138.332
before,Benedek_2015_multilayer-markov-random-field-models,b10,WAFO -a Matlab toolbox for the analysis of random waves and loads,unresolved,,,,best=crossref:0.38:10.1109/robio.2018.8665321,122.347
before,Benedek_2015_multilayer-markov-random-field-models,b17,Change detection based on conditional random field models,unresolved,,,,"best=crossref:0.70:10.31274/rtd-180813-10987; skipped=semanticscholar,arxiv (rate-limited)",0.001
before,Benedek_2015_multilayer-markov-random-field-models,b19,Histograms of oriented gradients for human detection,unresolved,,,,"best=crossref:1.00:10.1109/icnc.2013.6818189; skipped=semanticscholar,arxiv (rate-limited)",0.001
before,Benedek_2015_multilayer-markov-random-field-models,b21,Mixed Markov models,unresolved,,,,"best=crossref:0.48:10.1111/j.1751-5823.2011.00160.x; skipped=semanticscholar,arxiv (rate-limited)",0.001
before,Benedek_2015_multilayer-markov-random-field-models,b22,The determination of optimal threshold levels for change detection using various accuracy indices,unresolved,,,,"best=crossref:0.48:10.1021/acs.estlett.4c00777.s001; skipped=semanticscholar,arxiv (rate-limited)",0.002
before,Benedek_2015_multilayer-markov-random-field-models,b24,"Stochastic relaxation, gibbs distributions, and the bayesian restoration of images",unresolved,,,,"best=crossref:1.00:10.1016/b978-0-08-051581-6.50057-x; skipped=semanticscholar,arxiv (rate-limited)",0.001
before,Benedek_2015_multilayer-markov-random-field-models,b35,Multicue MRF image segmentation: combining texture and color,unresolved,,,,"best=crossref:0.93:10.1109/icpr.2002.1044836; skipped=semanticscholar,arxiv (rate-limited)",0.0
before,Benedek_2015_multilayer-markov-random-field-models,b36,Factorial Markov random fields,unresolved,,,,"best=crossref:0.80:10.1007/978-1-4613-8190-7_2; skipped=semanticscholar,arxiv (rate-limited)",0.001
before,Benedek_2015_multilayer-markov-random-field-models,b47,Unsupervised change detection in remotesensing images using modified self-organizing feature map neural network,ambiguous,,crossref,0.9955,2 distinct works accepted at crossref,0.001
before,Benedek_2015_multilayer-markov-random-field-models,b48,Some generalized order-disorder transformation,unresolved,,,,"best=crossref:0.58:10.58837/chula.the.2010.1140; skipped=semanticscholar,arxiv (rate-limited)",0.001
before,Benedek_2015_multilayer-markov-random-field-models,b53,A Markov random field approach for sidescan sonar change detection,unresolved,,,,"best=crossref:1.00:10.1109/joe.2012.2206677; skipped=semanticscholar,arxiv (rate-limited)",0.001
before,Benedek_2015_multilayer-markov-random-field-models,b57,A comparative study of energy minimization methods for Markov Random Fields,unresolved,,,,"best=crossref:0.88:10.7551/mitpress/8579.003.0013; skipped=semanticscholar,arxiv (rate-limited)",0.0
before,Benedek_2015_multilayer-markov-random-field-models,b61,Survey of clustering algorithms,unresolved,,,,"best=crossref:0.87:10.1201/9781315373515-10; skipped=semanticscholar,arxiv (rate-limited)",0.0
before,Alwan_1988_time-series-modeling-statistical-process,b0,The Analysis of Single and Related Time Series Into Components: Proposals for Improving X-11,unresolved,,,,"best=crossref:0.42:10.1111/j.1467-9892.1990.tb00038.x; skipped=semanticscholar,arxiv (rate-limited)",0.001
before,Alwan_1988_time-series-modeling-statistical-process,b2,"Time Series Analysis, Forecasting and Control",unresolved,,,,"best=crossref:1.00:10.1111/j.1467-9892.2009.00643.x; skipped=semanticscholar,arxiv (rate-limited)",0.001
before,Alwan_1988_time-series-modeling-statistical-process,b3,Some Recent Advances in Forecasting and Control: Part 11,unresolved,,,,"best=crossref:0.92:10.5040/9781666990355.ch-7; skipped=semanticscholar,arxiv (rate-limited)",0.0
before,Alwan_1988_time-series-modeling-statistical-process,b4,"Quality, Productiviry and Competitive Position",unresolved,,,,"best=crossref:0.55:10.14706/icesos177; skipped=semanticscholar,arxiv (rate-limited)",0.001
before,Alwan_1988_time-series-modeling-statistical-process,b6,The Quality Measurement Plan,unresolved,,,,"best=crossref:0.28:10.3403/30136801; skipped=semanticscholar,arxiv (rate-limited)",0.001
before,Alwan_1988_time-series-modeling-statistical-process,b7,The EWMA,unresolved,,,,"best=crossref:0.21:10.7717/peerj.10467/supp-2; skipped=semanticscholar,arxiv (rate-limited)",0.0
before,Alwan_1988_time-series-modeling-statistical-process,b8,Introduction to Statistical Quality Control,unresolved,,,,"best=crossref:0.77:10.1007/978-981-13-1736-1_10; skipped=semanticscholar,arxiv (rate-limited)",0.001
before,Alwan_1988_time-series-modeling-statistical-process,b9,Continuous Inspection Schemes,ambiguous,,crossref,1.0,2 distinct works accepted at crossref,0.0
before,Alwan_1988_time-series-modeling-statistical-process,b10,"Comment on ""The Analysis of Single and Related Time Series Into Components: Proposals for Improving X-11",unresolved,,,,"best=crossref:0.43:10.1111/j.1467-9892.1987.tb00427.x; skipped=semanticscholar,arxiv (rate-limited)",0.002
before,Alwan_1988_time-series-modeling-statistical-process,b11,Economic Control of Quality of Manufactured Product,unresolved,,,,"best=crossref:1.00:10.1002/j.1538-7305.1930.tb00373.x; skipped=semanticscholar,arxiv (rate-limited)",0.0
before,Alwan_1988_time-series-modeling-statistical-process,b13,Modern Methods for Quality Control and Improvement,unresolved,,,,"best=crossref:1.00:10.1080/00401706.1987.10488248; skipped=semanticscholar,arxiv (rate-limited)",0.001
before,Bellettini_2002_total-variation-flow,b1,Functions of bounded variation and free discontinuity problems,unresolved,,,,"best=crossref:0.66:10.1093/oso/9780198502456.003.0003; skipped=semanticscholar,arxiv (rate-limited)",0.001
before,Bellettini_2002_total-variation-flow,b2,Minimizing total variational flow,unresolved,,,,"best=crossref:0.45:10.17559/tv-20130704132725; skipped=semanticscholar,arxiv (rate-limited)",0.0
before,Bellettini_2002_total-variation-flow,b3,The Dirichlet problem for the total variational flow,unresolved,,,,"best=crossref:0.98:10.1007/978-3-0348-7928-6_5; skipped=semanticscholar,arxiv (rate-limited)",0.001
before,Bellettini_2002_total-variation-flow,b4,Qualitative properties of the total variation flow,unresolved,,,,"best=crossref:0.92:10.1080/00036811.2022.2153677; skipped=semanticscholar,arxiv (rate-limited)",0.001
before,Bellettini_2002_total-variation-flow,b12,An L 1theory of existence and uniqueness of solution of nonlinear elliptic equations,unresolved,,,,"best=crossref:0.79:10.22541/au.170670957.79092658/v1; skipped=semanticscholar,arxiv (rate-limited)",0.001
before,Bellettini_2002_total-variation-flow,b13,"Regularizing effects in homogeneous equations, in ''Contributions to Analysis and Geometry",unresolved,,,,"best=crossref:0.65:10.21236/ada086561; skipped=semanticscholar,arxiv (rate-limited)",0.001
before,Bellettini_2002_total-variation-flow,b14,"Completely accretive operators, in ''Semigroups Theory and Evolution Equations",unresolved,,,,"best=crossref:0.57:10.1201/9781003419914-4; skipped=semanticscholar,arxiv (rate-limited)",0.001
before,Bellettini_2002_total-variation-flow,b15,,unresolved,,,,no_title_or_author (nothing to search on),0.0
before,Bellettini_2002_total-variation-flow,b18,,unresolved,,,,no_title_or_author (nothing to search on),0.0
before,Bellettini_2002_total-variation-flow,b19,Nonlinear approximation and the space BV,unresolved,,,,"best=crossref:0.54:10.1353/ajm.1999.0016; skipped=semanticscholar,arxiv (rate-limited)",0.001
before,Bellettini_2002_total-variation-flow,b20,Generation of semigroups of nonlinear transformations on general banach spaces,unresolved,,,,"best=crossref:0.82:10.1016/b978-0-12-775850-3.50010-8; skipped=semanticscholar,arxiv (rate-limited)",0.001
before,Bellettini_2002_total-variation-flow,b21,Denoising via soft-thresholding,unresolved,,,,"best=crossref:0.60:10.3390/app10062191; skipped=semanticscholar,arxiv (rate-limited)",0.001
before,Bellettini_2002_total-variation-flow,b25,Measure Theory and Fine Properties of Functions,unresolved,,,,"best=crossref:1.00:10.1201/b18333-4; skipped=semanticscholar,arxiv (rate-limited)",0.0
before,Bellettini_2002_total-variation-flow,b27,Notions of Convexity,unresolved,,,,"best=crossref:0.40:10.1007/978-0-8176-4585-4_7; skipped=semanticscholar,arxiv (rate-limited)",0.001
before,Bellettini_2002_total-variation-flow,b28,First order quasilinear equations in several independent variables,unresolved,,,,"best=crossref:1.00:10.1070/sm1970v010n02abeh002156; skipped=semanticscholar,arxiv (rate-limited)",0.001
before,Bellettini_2002_total-variation-flow,b31,Le Role des Oscillations Dans Quelques Probl! e ems D'analyse Non-Lin! e eaire,unresolved,,,,"best=crossref:0.33:10.3726/978-3-0352-0326-4/16; skipped=semanticscholar,arxiv (rate-limited)",0.001
before,Bellettini_2002_total-variation-flow,b33,Exact Solutions to Total Variation Regularization problems,unresolved,,,,"best=crossref:0.69:10.1088/1361-6420/ad75b1; skipped=semanticscholar,arxiv (rate-limited)",0.001
before,Bellettini_2002_total-variation-flow,b34,A nonlinear primal-dual method for total variation based image restoration,unresolved,,,,"best=crossref:1.00:10.1137/s1064827596299767; skipped=semanticscholar,arxiv (rate-limited)",0.001
before,Bellettini_2002_total-variation-flow,b35,"Fast total variation based image reconstruction, in ''Proceedings of the",unresolved,,,,"best=crossref:0.81:10.1109/83.679423; skipped=semanticscholar,arxiv (rate-limited)",0.001
before,Bellettini_2002_total-variation-flow,b36,Fast wavelet techniques for near optimal image processing,unresolved,,,,"best=crossref:1.00:10.1109/milcom.1992.244110; skipped=semanticscholar,arxiv (rate-limited)",0.001
before,Bellettini_2002_total-variation-flow,b37,Weakly Differentiable Functions,unresolved,,,,"best=crossref:0.70:10.1016/s0304-0208(08)71448-8; skipped=semanticscholar,arxiv (rate-limited)",0.0
before,Abercrombie_2016_improving-consistency,b1,Global consequences of land use,unresolved,,,,"best=crossref:0.64:10.1016/0264-8377(88)90030-0; skipped=semanticscholar,arxiv (rate-limited)",0.001
before,Abercrombie_2016_improving-consistency,b7,GLOBCOVER: The most detailed portrait of Earth,unresolved,,,,"best=crossref:0.58:10.2307/jj.30297358.32; skipped=semanticscholar,arxiv (rate-limited)",0.0
before,Abercrombie_2016_improving-consistency,b15,Change detection techniques,unresolved,,,,"best=crossref:0.56:10.33915/etd.10458; skipped=semanticscholar,arxiv (rate-limited)",0.001
before,Abercrombie_2016_improving-consistency,b16,Bayesian classification in a time-varying environment,unresolved,,,,"best=crossref:1.00:10.1109/tsmc.1978.4309889; skipped=semanticscholar,arxiv (rate-limited)",0.001
before,Abercrombie_2016_improving-consistency,b26,"First operational BRDF, albedo nadir reflectance products from MODIS",unresolved,,,,"best=crossref:0.68:10.1016/j.rse.2015.12.033; skipped=semanticscholar,arxiv (rate-limited)",0.001
before,Abercrombie_2016_improving-consistency,b27,5: Programs for Machine Learning,unresolved,,,,"best=crossref:0.47:10.1023/a:1010924021315; skipped=semanticscholar,arxiv (rate-limited)",0.001
before,Abercrombie_2016_improving-consistency,b28,A tutorial On hidden Markov models and selected applications in speech recognition,ambiguous,,crossref,1.0,2 distinct works accepted at crossref,0.001
before,Abercrombie_2016_improving-consistency,b29,Use of hidden Markov models and phenology for multitemporal satellite image classification: Applications to mountain veg,unresolved,,,,no_title_or_author (nothing to search on),0.0
before,Abercrombie_2016_improving-consistency,b30,Time-series analysis of satellite images for forest cover change monitoring in Tanzania,unresolved,,,,"best=crossref:0.52:10.18174/649013; skipped=semanticscholar,arxiv (rate-limited)",0.001
before,Abercrombie_2016_improving-consistency,b31,Pattern Recognition and Machine Learning,unresolved,,,,"best=none:0.00:-; skipped=semanticscholar,arxiv (rate-limited)",0.0
before,Abercrombie_2016_improving-consistency,b32,Completion of the 2006 national land cover database for the conterminous united states,unresolved,,,,"best=crossref:0.57:10.1007/s00267-010-9536-9; skipped=semanticscholar,arxiv (rate-limited)",0.001
before,Abercrombie_2016_improving-consistency,b33,The IGBP DISCover confidence sites and the system for terrestrial ecosystem parameterization: Tools for validating globa,unresolved,,,,"best=crossref:0.35:10.1080/014311697217099; skipped=semanticscholar,arxiv (rate-limited)",0.002
before,Abercrombie_2016_improving-consistency,b34,Project PRODES: Monitoring the Brazilian amazon forests by satellite,unresolved,,,,no_title_or_author (nothing to search on),0.0
before,Abercrombie_2016_improving-consistency,b38,A gentle tutorial of the EM algorithm and its application to parameter estimation for Gaussian mixture and hidden Markov,unresolved,,,,"best=crossref:0.56:10.31979/etd.8sxr-8wj6; skipped=semanticscholar,arxiv (rate-limited)",0.001
before,Efron_2004_estimation-prediction-error-covariance,b0,Information Theory and an Extension of the Maximum Likelihood Principle,unresolved,,,,"best=crossref:1.00:10.1007/978-1-4612-0919-5_38; skipped=semanticscholar,arxiv (rate-limited)",0.001
before,Efron_2004_estimation-prediction-error-covariance,b3,Improvements on Cross-Validation: The 632+ Bootstrap Method,ambiguous,,crossref,1.0,2 distinct works accepted at crossref,0.0
before,Efron_2004_estimation-prediction-error-covariance,b4,,unresolved,,,,no_title_or_author (nothing to search on),0.0
before,Efron_2004_estimation-prediction-error-covariance,b5,,unresolved,,,,no_title_or_author (nothing to search on),0.0
before,Efron_2004_estimation-prediction-error-covariance,b6,"Asymptotic Optimality for C p , C L , Cross-Validation and Generalized Cross-Validation: Discrete Index Set",unresolved,,,,"best=crossref:1.00:10.1214/aos/1176350486; skipped=semanticscholar,arxiv (rate-limited)",0.002
before,Efron_2004_estimation-prediction-error-covariance,b7,Some Comments on C p,unresolved,,,,"best=crossref:0.79:10.5194/os-2017-16-rc1; skipped=semanticscholar,arxiv (rate-limited)",0.0
before,Efron_2004_estimation-prediction-error-covariance,b8,Convex Analysis,unresolved,,,,"best=crossref:0.55:10.1142/9789812777096_0002; skipped=semanticscholar,arxiv (rate-limited)",0.0
before,Efron_2004_estimation-prediction-error-covariance,b10,Adaptive Model Selection,unresolved,,,,"best=crossref:0.62:10.3724/sp.j.1001.2008.01212; skipped=semanticscholar,arxiv (rate-limited)",0.001
before,Conley_1999_gmm-estimation-cross-sectional,b0,The Geometry of Random Fields,unresolved,,,,"best=crossref:0.47:10.1137/1.9780898718980.ch1; skipped=semanticscholar,arxiv (rate-limited)",0.001
before,Conley_1999_gmm-estimation-cross-sectional,b1,Advanced Econometrics,unresolved,,,,"best=crossref:0.74:10.1093/0198774478.001.0001.002.002; skipped=semanticscholar,arxiv (rate-limited)",0.001
before,Conley_1999_gmm-estimation-cross-sectional,b4,Economic growth in a cross section of countries,unresolved,,,,"best=crossref:1.00:10.3386/w3120; skipped=semanticscholar,arxiv (rate-limited)",0.001
before,Conley_1999_gmm-estimation-cross-sectional,b8,"Economic distance, spillovers, and growth",unresolved,,,,"best=crossref:0.66:10.4337/9781782543190.00009; skipped=semanticscholar,arxiv (rate-limited)",0.0
before,Conley_1999_gmm-estimation-cross-sectional,b9,Spatial patterns in labor markets: Malaysian development,unresolved,,,,"best=crossref:0.57:10.37473/dac/10.1038/s41467-021-22086-3; skipped=semanticscholar,arxiv (rate-limited)",0.002
before,Conley_1999_gmm-estimation-cross-sectional,b10,Statistics for Spatial Data,unresolved,,,,"best=crossref:1.00:10.1002/9781119115151.ch1; skipped=semanticscholar,arxiv (rate-limited)",0.0
before,Conley_1999_gmm-estimation-cross-sectional,b11,An Introduction to the Theory of Point Processes,unresolved,,,,"best=crossref:0.89:10.1007/0-387-21564-6_5; skipped=semanticscholar,arxiv (rate-limited)",0.001
before,Conley_1999_gmm-estimation-cross-sectional,b12,Spatial correlations in panel data,unresolved,,,,"best=crossref:1.00:10.1596/1813-9450-1553; skipped=semanticscholar,arxiv (rate-limited)",0.001
before,Conley_1999_gmm-estimation-cross-sectional,b13,Spatial correlations and cross-country regressions,unresolved,,,,"best=crossref:0.65:10.1111/j.1753-0237.2010.00177.x; skipped=semanticscholar,arxiv (rate-limited)",0.001
before,Conley_1999_gmm-estimation-cross-sectional,b15,Estimation d'un Champ par Pseudo-Vraisemblance Conditionnelle: Etude Asymptotic et Application au Cas Markovien,unresolved,,,,"best=crossref:0.51:10.70675/85015a76zbfacz48bez8ba4z4c04b6a77553; skipped=semanticscholar,arxiv (rate-limited)",0.001
before,Conley_1999_gmm-estimation-cross-sectional,b16,On the nonparametric estimation of covariance functions,unresolved,,,,"best=crossref:1.00:10.1214/aos/1176325774; skipped=semanticscholar,arxiv (rate-limited)",0.001
before,Conley_1999_gmm-estimation-cross-sectional,b19,Lecture notes on large sample theory,unresolved,,,,"best=crossref:0.69:10.1007/978-1-4612-2660-4_4; skipped=semanticscholar,arxiv (rate-limited)",0.001
before,Conley_1999_gmm-estimation-cross-sectional,b20,Econometric evaluation of asset pricing models,unresolved,,,,"best=crossref:1.00:10.2139/ssrn.5360147; skipped=semanticscholar,arxiv (rate-limited)",0.0
before,Conley_1999_gmm-estimation-cross-sectional,b21,Independent and Stationary Sequences of Random Variables,unresolved,,,,"best=crossref:1.00:10.2139/ssrn.331100; skipped=semanticscholar,arxiv (rate-limited)",0.001
before,Conley_1999_gmm-estimation-cross-sectional,b22,Particulate pollution trends in the 1980's. Columbia University,unresolved,,,,"best=crossref:0.55:10.24124/2005/bpgub314; skipped=semanticscholar,arxiv (rate-limited)",0.001
before,Conley_1999_gmm-estimation-cross-sectional,b23,A generalized moments estimator for the autoregressive parameter in a spatial model,unresolved,,,,"best=crossref:1.00:10.1111/1468-2354.00027; skipped=semanticscholar,arxiv (rate-limited)",0.002
before,Conley_1999_gmm-estimation-cross-sectional,b24,,unresolved,,,,no_title_or_author (nothing to search on),0.0
before,Conley_1999_gmm-estimation-cross-sectional,b26,"Large Sample Estimation and Hypothesis Testing, Handbook of Econometrics",unresolved,,,,"best=crossref:0.72:10.1016/s1573-4412(05)80005-4; skipped=semanticscholar,arxiv (rate-limited)",0.001
before,Conley_1999_gmm-estimation-cross-sectional,b27,"A simple, positive semi-de""nite, heteroskedasticity and autocorrelation consistent covariance matrix",ambiguous,,crossref,0.9848,2 distinct works accepted at crossref,0.001
before,Conley_1999_gmm-estimation-cross-sectional,b28,Spectral Analysis and Time Series vols. I and II,unresolved,,,,"best=crossref:0.53:10.2307/j.ctv14jx6sm.9; skipped=semanticscholar,arxiv (rate-limited)",0.001
before,Conley_1999_gmm-estimation-cross-sectional,b29,International patterns in growth: I. Persistence in Cross-country Disparities. Working paper,unresolved,,,,"best=crossref:0.60:10.21642/gtap.wp34; skipped=semanticscholar,arxiv (rate-limited)",0.001
before,Conley_1999_gmm-estimation-cross-sectional,b31,"Wages, rent, and the quality of life",unresolved,,,,"best=crossref:0.83:10.2139/ssrn.6463241; skipped=semanticscholar,arxiv (rate-limited)",0.0
before,Conley_1999_gmm-estimation-cross-sectional,b34,Asymptotic Theory for Econometricians,unresolved,,,,"best=crossref:1.00:10.1016/c2009-0-21869-1; skipped=semanticscholar,arxiv (rate-limited)",0.001
before,Guo_2018_redeveloping-urban-forest-effect,b1,Urban Morphology Drives the Homogenization of Tree Cover,unresolved,,,0.7832167832167832,"doi_title_contained (ratio 0.78 < 0.85; registry title 'Urban Morphology Drives the Homogenization of Tree Cover in Baltimore,'; contained 8 words, 0.64 of the longer)",0.001
before,Guo_2018_redeveloping-urban-forest-effect,b2,"Trees in relation to design, demolition and construction -Recommendations",unresolved,,,,no_title_or_author (nothing to search on),0.0
before,Guo_2018_redeveloping-urban-forest-effect,b5,Tending their urban forest: Residents' motivations for tree planting and removal. Urban Forestry and Urban Greening,unresolved,,,0.8167539267015707,"doi_title_contained (ratio 0.82 < 0.85; registry title 'Tending their urban forest: Residents’ motivations for tree planting a'; contained 11 words, 0.70 of the longer)",0.0
before,Guo_2018_redeveloping-urban-forest-effect,b9,The R book,unresolved,,,,"best=crossref:0.50:10.1093/oseo/instance.00297332; skipped=semanticscholar,arxiv (rate-limited)",0.001
before,Guo_2018_redeveloping-urban-forest-effect,b13,ArcGIS desktop,unresolved,,,,"best=crossref:0.65:10.46927/pasisiguri; skipped=semanticscholar,arxiv (rate-limited)",0.0
before,Guo_2018_redeveloping-urban-forest-effect,b14,Best Management Practices (BMP) -Managing Trees During Construction,unresolved,,,,"best=crossref:0.45:10.7717/peerj.7093/fig-1; skipped=semanticscholar,arxiv (rate-limited)",0.001
before,Guo_2018_redeveloping-urban-forest-effect,b21,An introduction to statistical learning,unresolved,,,,"best=crossref:0.64:10.1016/b978-0-12-802121-7.00012-1; skipped=semanticscholar,arxiv (rate-limited)",0.001
before,Guo_2018_redeveloping-urban-forest-effect,b23,"Drivers of diversity and tree cover in gardens, parks and streetscapes in an Australian city. Urban Forestry and Urban G",unresolved,,,0.8425925925925926,"doi_title_contained (ratio 0.84 < 0.85; registry title 'Drivers of diversity and tree cover in gardens, parks and streetscapes'; contained 15 words, 0.73 of the longer)",0.0
before,Guo_2018_redeveloping-urban-forest-effect,b26,"Factors influencing long-term street tree survival in Milwaukee, WI, USA. Urban Forestry and Urban Greening",unresolved,,,0.8045977011494253,"doi_title_contained (ratio 0.80 < 0.85; registry title 'Factors influencing long-term street tree survival in Milwaukee, WI, U'; contained 11 words, 0.67 of the longer)",0.001
before,Guo_2018_redeveloping-urban-forest-effect,b27,Spatiotemporal patterns of tree canopy cover and socioeconomics in Melbourne. Urban Forestry and Urban Greening,unresolved,,,0.8172043010752689,"doi_title_contained (ratio 0.82 < 0.85; registry title 'Spatiotemporal patterns of tree canopy cover and socioeconomics in Mel'; contained 10 words, 0.69 of the longer)",0.0
before,Guo_2018_redeveloping-urban-forest-effect,b28,Spatial and Temporal Patterns Associated with Permitted Tree Removal,unresolved,,,0.8395061728395061,"doi_title_contained (ratio 0.84 < 0.85; registry title 'Spatial and Temporal Patterns Associated with Permitted Tree Removal i'; contained 9 words, 0.72 of the longer)",0.001
before,Guo_2018_redeveloping-urban-forest-effect,b33,Million trees Los Angeles canopy cover and benefit assessment. Landscape and Urban Planning,unresolved,,,0.8079470198675497,"doi_title_contained (ratio 0.81 < 0.85; registry title 'Million trees Los Angeles canopy cover and benefit assessment'; contained 9 words, 0.68 of the longer)",0.0
before,Guo_2018_redeveloping-urban-forest-effect,b34,rpart. plot: Plot rpart Models. An Enhanced Version of plot.rpart. R package Morgenroth,unresolved,,,,"best=crossref:0.86:10.32614/cran.package.rpart.plot; skipped=semanticscholar,arxiv (rate-limited)",0.001
before,Guo_2018_redeveloping-urban-forest-effect,b37,A Guideline for Tree and Bush Protection on Development Sites,unresolved,,,,no_title_or_author (nothing to search on),0.0
before,Guo_2018_redeveloping-urban-forest-effect,b39,Tree and impervious cover change in U.S. cities. Urban Forestry and Urban Greening,unresolved,,,0.7301587301587301,doi_title_mismatch (ratio 0.73 < 0.85; registry title 'Tree and impervious cover change in U.S. cities'),0.001
before,Guo_2018_redeveloping-urban-forest-effect,b47,R: A language and environment for statistical computing,unresolved,,,,"best=crossref:1.00:10.32614/r.manuals; skipped=semanticscholar,arxiv (rate-limited)",0.001
before,Guo_2018_redeveloping-urban-forest-effect,b52,The re-emergence of indigenous forest in an urban environment,unresolved,,,0.8299319727891157,"doi_title_contained (ratio 0.83 < 0.85; registry title 'The re-emergence of indigenous forest in an urban environment, Christc'; contained 10 words, 0.71 of the longer)",0.0
before,Guo_2018_redeveloping-urban-forest-effect,b54,rpart: Recursive Partitioning and Regression Trees. R package version,unresolved,,,,"best=crossref:0.84:10.32614/cran.package.rpart; skipped=semanticscholar,arxiv (rate-limited)",0.001
before,Chrisman_1982_theory-cartographic-error-measurement,b1,An analysis of the effects of temperature and humidity on a variety of drawing media,unresolved,,,,"best=crossref:0.36:10.3998/mpub.14477325.cmp.118; skipped=semanticscholar,arxiv (rate-limited)",0.001
before,Chrisman_1982_theory-cartographic-error-measurement,b2,,unresolved,,,,no_title_or_author (nothing to search on),0.0
before,Chrisman_1982_theory-cartographic-error-measurement,b3,Methods of spatial analysis based on error in categorical maps,unresolved,,,,"best=crossref:0.59:10.1201/b12612-12; skipped=semanticscholar,arxiv (rate-limited)",0.001
before,Chrisman_1982_theory-cartographic-error-measurement,b4,Topological principles in cartography: Proceedings AUTO-CARTO II,unresolved,,,,"best=crossref:0.28:10.1559/152304005775194809; skipped=semanticscholar,arxiv (rate-limited)",0.001
before,Chrisman_1982_theory-cartographic-error-measurement,b6,Statistical methods for rates and proportions,unresolved,,,,"best=crossref:1.00:10.1002/9781118445112.stat03896; skipped=semanticscholar,arxiv (rate-limited)",0.0
before,Chrisman_1982_theory-cartographic-error-measurement,b7,"Ordnance Survey maps; a descriptive manual, Southampton""! Ordnance Survey ~~",unresolved,,,,"best=crossref:0.75:10.2307/1796510; skipped=semanticscholar,arxiv (rate-limited)",0.001
before,Chrisman_1982_theory-cartographic-error-measurement,b8,Specifications for Land Use and Land Cover and Associated Maps: Open File Number 77-555,unresolved,,,,"best=crossref:0.84:10.3133/ofr77555; skipped=semanticscholar,arxiv (rate-limited)",0.001
before,Chrisman_1982_theory-cartographic-error-measurement,b9,"GIRAS, a geographic information retrieval and analysis system for handling land use and land cover data: U.S. Geological",unresolved,,,,"best=crossref:0.83:10.3133/pp1059; skipped=semanticscholar,arxiv (rate-limited)",0.001
before,Chrisman_1982_theory-cartographic-error-measurement,b10,On epsilon length,unresolved,,,,"best=crossref:0.34:10.1021/acs.nanolett.8b04182.s001; skipped=semanticscholar,arxiv (rate-limited)",0.0
before,Chrisman_1982_theory-cartographic-error-measurement,b11,On the length of empirical curves: Discussion paper 10,unresolved,,,,"best=crossref:0.47:10.21034/dp.75; skipped=semanticscholar,arxiv (rate-limited)",0.001
before,Chrisman_1982_theory-cartographic-error-measurement,b12,A theory of the cartographic line,unresolved,,,,"best=crossref:0.64:10.31979/etd.vpw4-acfs; skipped=semanticscholar,arxiv (rate-limited)",0.0
before,Chrisman_1982_theory-cartographic-error-measurement,b13,A current view of the National Map Accuracy Standards: Surveying and Mapping,unresolved,,,,"best=crossref:0.63:10.4135/9781412953962.n141; skipped=semanticscholar,arxiv (rate-limited)",0.001
before,Chrisman_1982_theory-cartographic-error-measurement,b14,,unresolved,,,,no_title_or_author (nothing to search on),0.0
before,Foody_2010_assessing-accuracy-land-cover-change,b14,Comparison of a screening test and a reference test in epidemiologic studies. I Indices of agreement and their relations,unresolved,,,,"best=crossref:0.72:10.1093/oxfordjournals.aje.a120609; skipped=semanticscholar,arxiv (rate-limited)",0.001
before,Foody_2010_assessing-accuracy-land-cover-change,b17,Land cover mapping of large areas from satellites: Status and research priorities,ambiguous,,crossref,1.0,2 distinct works accepted at crossref,0.002
before,Foody_2010_assessing-accuracy-land-cover-change,b18,What is land cover? Environment and Planning B,unresolved,,,,"best=crossref:0.57:10.1068/b31135; skipped=semanticscholar,arxiv (rate-limited)",0.001
before,Foody_2010_assessing-accuracy-land-cover-change,b19,Using spatial auto-correlation analysis to explore the errors in maps generated from remotely sensed data,unresolved,,,,"best=crossref:0.64:10.1201/b19355-47; skipped=semanticscholar,arxiv (rate-limited)",0.001
before,Foody_2010_assessing-accuracy-land-cover-change,b21,Assessing the accuracy of remotely sensed data: Principles and practices,unresolved,,,,"best=crossref:0.38:10.1201/9781420055139-12; skipped=semanticscholar,arxiv (rate-limited)",0.001
before,Foody_2010_assessing-accuracy-land-cover-change,b23,Carbon emissions from tropical deforestation and regrowth based on satellite observations for the 1980s and,unresolved,,,,"best=crossref:0.97:10.1073/pnas.182560099; skipped=semanticscholar,arxiv (rate-limited)",0.001
before,Foody_2010_assessing-accuracy-land-cover-change,b25,Latent class analysis of human herpesvirus 8 assay performance and infection prevalence in sub-saharan Africa and Malta,ambiguous,,crossref,1.0,2 distinct works accepted at crossref,0.002
before,Foody_2010_assessing-accuracy-land-cover-change,b31,Status of land cover classification accuracy assessment. Remote Sensing of Environment,unresolved,,,,"best=crossref:0.79:10.1016/s0034-4257(01)00295-4; skipped=semanticscholar,arxiv (rate-limited)",0.001
before,Foody_2010_assessing-accuracy-land-cover-change,b38,Comparison of a screening test and a reference test in epidemiologic studies: II a probabilistic model for the compariso,unresolved,,,,"best=crossref:0.70:10.1093/oxfordjournals.aje.a120609; skipped=semanticscholar,arxiv (rate-limited)",0.002
