ref_id,resolver_state,resolver_doi,resolver_reason,splink_top_candidate,splink_top_doi,splink_match_weight,splink_match_probability,agrees_with_resolver
Burnicki_2011_spatio-temporal-errors-land-cover::b25,resolved,10.1093/oso/9780195115383.001.0001,via=crossref; ratio=1.00; year=1997,cr::10.1093/oso/9780195115383.001.0001,10.1093/oso/9780195115383.001.0001,18.094119734381568,0.9999964262377029,True
Burnicki_2011_spatio-temporal-errors-land-cover::b26,resolved,10.1111/j.1467-8306.2005.00484.x,via=crossref; ratio=1.00; year=2005,cr::10.1111/j.1467-8306.2005.00484.x,10.1111/j.1467-8306.2005.00484.x,29.069103936646627,0.999999998224471,True
Burnicki_2011_spatio-temporal-errors-land-cover::b27,unresolved,,"best=crossref:0.31:10.1007/978-1-4020-2562-4_26; skipped=semanticscholar,arxiv (rate-limited)",cr::10.4135/9780857020123.n581,10.4135/9780857020123.n581,-9.052264642117017,0.0018800938600636121,False
Burnicki_2011_spatio-temporal-errors-land-cover::b28,unresolved,,"best=crossref:0.26:10.1017/cbo9780511623356.007; skipped=semanticscholar,arxiv (rate-limited)",cr::10.1017/cbo9780511623356.007,10.1017/cbo9780511623356.007,-9.052264642117017,0.0018800938600636121,False
Burnicki_2011_spatio-temporal-errors-land-cover::b29,unresolved,,"best=crossref:0.57:10.1017/cbo9780511754944.006; skipped=semanticscholar,arxiv (rate-limited)",cr::10.1007/b97277,10.1007/b97277,-9.052264642117017,0.0018800938600636121,False
Burnicki_2011_spatio-temporal-errors-land-cover::b30,resolved,10.1080/00401706.1993.10485325,via=crossref; ratio=1.00; year=1993,cr::10.1080/00401706.1993.10485325,10.1080/00401706.1993.10485325,28.109745921143972,0.9999999965475825,True
Burnicki_2011_spatio-temporal-errors-land-cover::b31,resolved,10.1080/01431169608949085,via=crossref; ratio=1.00; year=1996,cr::10.1080/01431169608949085,10.1080/01431169608949085,27.33213834248042,0.99999999408157,True
Burnicki_2011_spatio-temporal-errors-land-cover::b32,resolved,10.1890/05-5221,via=crossref; ratio=1.00; year=2005,cr::10.1890/05-5221,10.1890/05-5221,16.758884367980333,0.9999909828520545,True
Burnicki_2011_spatio-temporal-errors-land-cover::b33,resolved,10.1080/02693799308901954,via=crossref; ratio=1.00; year=1993,cr::10.1080/02693799308901954,10.1080/02693799308901954,27.381047942961366,0.9999999942788511,True
Burnicki_2011_spatio-temporal-errors-land-cover::b34,resolved,10.1046/j.1365-2699.2000.00166.x,via=crossref; ratio=0.98; year=2000,cr::10.1046/j.1365-2699.2000.00166.x,10.1046/j.1365-2699.2000.00166.x,26.650351449445274,0.9999999905060964,True
Burnicki_2011_spatio-temporal-errors-land-cover::b35,unresolved,,"best=crossref:1.00:10.1016/0262-8856(86)90052-1; skipped=semanticscholar,arxiv (rate-limited)",cr::10.1080/10106048709354084,10.1080/10106048709354084,7.051430412210813,0.992517510584522,False
Burnicki_2011_spatio-temporal-errors-land-cover::b36,unresolved,,"best=crossref:0.59:10.1016/0034-4257(89)90047-3; skipped=semanticscholar,arxiv (rate-limited)",cr::10.2307/2670214,10.2307/2670214,-9.052264642117017,0.0018800938600636121,False
Burnicki_2011_spatio-temporal-errors-land-cover::b37,unresolved,,"best=crossref:0.42:10.1201/9781482268263-15; skipped=semanticscholar,arxiv (rate-limited)",cr::10.2172/10185908,10.2172/10185908,-9.052264642117017,0.0018800938600636121,False
Burnicki_2011_spatio-temporal-errors-land-cover::b38,resolved,10.1080/0143116031000150004,via=crossref; ratio=1.00; year=2004,cr::10.1080/0143116031000150004,10.1080/0143116031000150004,23.570396144863878,0.9999999197206744,True
Burnicki_2011_spatio-temporal-errors-land-cover::b39,unresolved,,"best=crossref:0.38:10.1201/b10850-11; skipped=semanticscholar,arxiv (rate-limited)",cr::10.1007/b102248,10.1007/b102248,-9.052264642117017,0.0018800938600636121,False
Burnicki_2011_spatio-temporal-errors-land-cover::b40,unresolved,,"best=crossref:0.51:10.1061/9780784486986.041; skipped=semanticscholar,arxiv (rate-limited)",cr::10.32614/r.manuals,10.32614/r.manuals,-9.052264642117017,0.0018800938600636121,False
Burnicki_2011_spatio-temporal-errors-land-cover::b41,resolved,10.1023/a:1025107023980,via=crossref; ratio=1.00; year=2003,cr::10.1023/a:1025107023980,10.1023/a:1025107023980,19.616865363107905,0.9999987562457876,True
Burnicki_2011_spatio-temporal-errors-land-cover::b42,unresolved,,"best=crossref:0.48:10.2471/b09072; skipped=semanticscholar,arxiv (rate-limited)",cr::10.1201/9781482294477-7,10.1201/9781482294477-7,-9.052264642117017,0.0018800938600636121,False
Burnicki_2011_spatio-temporal-errors-land-cover::b43,unresolved,,"best=crossref:0.53:10.1201/9781420055139-5; skipped=semanticscholar,arxiv (rate-limited)",cr::10.14358/pers.69.3.289,10.14358/pers.69.3.289,24.038872979314498,0.9999999419799437,False
Burnicki_2011_spatio-temporal-errors-land-cover::b44,resolved,10.1559/152304006777681706,via=crossref; ratio=1.00; year=2006,cr::10.1559/152304006777681706,10.1559/152304006777681706,27.48414143592547,0.999999994673413,True
Burnicki_2011_spatio-temporal-errors-land-cover::b45,unresolved,,"best=crossref:0.51:10.2737/so-gtr-99; skipped=semanticscholar,arxiv (rate-limited)",cr::10.1061/9780784404645.ch09,10.1061/9780784404645.ch09,-9.052264642117017,0.0018800938600636121,False
Burnicki_2011_spatio-temporal-errors-land-cover::b46,resolved,10.1073/pnas.0401545101,via=crossref; ratio=1.00; year=2004,cr::10.1073/pnas.0401545101,10.1073/pnas.0401545101,25.781026577872915,0.999999982656463,True
Burnicki_2011_spatio-temporal-errors-land-cover::b47,unresolved,,"best=crossref:0.60:10.1016/j.spasta.2022.100641; skipped=semanticscholar,arxiv (rate-limited)",cr::10.5962/bhl.title.134807,10.5962/bhl.title.134807,-9.052264642117017,0.0018800938600636121,False
Burnicki_2011_spatio-temporal-errors-land-cover::b48,resolved,10.1016/s0034-4257(02)00126-8,via=crossref; ratio=1.00; year=2003,cr::10.1016/s0034-4257(02)00126-8,10.1016/s0034-4257(02)00126-8,28.917100843201574,0.99999999802719,True
Burnicki_2011_spatio-temporal-errors-land-cover::b49,resolved,10.14358/pers.70.4.439,via=crossref; ratio=1.00; year=2004,cr::10.14358/pers.70.4.439,10.14358/pers.70.4.439,28.731100698701173,0.9999999977557208,True
Burnicki_2011_spatio-temporal-errors-land-cover::b50,resolved,10.1016/s0034-4257(98)00061-3,via=crossref; ratio=1.00; year=1998,cr::10.1016/s0034-4257(98)00061-3,10.1016/s0034-4257(98)00061-3,29.65406643736778,0.999999998816314,True
Burnicki_2011_spatio-temporal-errors-land-cover::b51,unresolved,,"best=crossref:0.81:10.1016/s0034-4257(03)00129-9; skipped=semanticscholar,arxiv (rate-limited)",,,,,False
Burnicki_2011_spatio-temporal-errors-land-cover::b52,resolved,10.14358/pers.72.2.175,via=crossref; ratio=1.00; year=2006,cr::10.14358/pers.72.2.175,10.14358/pers.72.2.175,25.216527525871417,0.9999999743510957,True
Burnicki_2011_spatio-temporal-errors-land-cover::b53,resolved,10.1016/s0034-4257(03)00128-7,via=crossref; ratio=1.00; year=2003,cr::10.1016/s0034-4257(03)00128-7,10.1016/s0034-4257(03)00128-7,26.917100843201574,0.9999999921087601,True
Burnicki_2011_spatio-temporal-errors-land-cover::b54,unresolved,,"best=crossref:0.22:10.4135/9781452272047.n3; skipped=semanticscholar,arxiv (rate-limited)",cr::10.1201/b12657-9,10.1201/b12657-9,-9.052264642117017,0.0018800938600636121,False
Burnicki_2011_spatio-temporal-errors-land-cover::b55,unresolved,,"best=crossref:0.55:10.21275/v4i11.nov151136; skipped=semanticscholar,arxiv (rate-limited)",cr::10.2172/251320,10.2172/251320,-7.633160391912068,0.005011960281328341,False
Burnicki_2011_spatio-temporal-errors-land-cover::b56,unresolved,,no_title_or_author (nothing to search on),cr::10.1017/cbo9780511600425.019,10.1017/cbo9780511600425.019,-9.052264642117017,0.0018800938600636121,False
Burnicki_2011_spatio-temporal-errors-land-cover::b57,resolved,10.1080/01431160500057848,via=crossref; ratio=1.00; year=2005,cr::10.1080/01431160500057848,10.1080/01431160500057848,26.95362671922669,0.9999999923060411,True
Burnicki_2011_spatio-temporal-errors-land-cover::b58,resolved,10.1016/j.rse.2006.10.012,via=crossref; ratio=1.00; year=2007,cr::10.1016/j.rse.2006.10.012,10.1016/j.rse.2006.10.012,27.33213834248042,0.99999999408157,True
Burnicki_2011_spatio-temporal-errors-land-cover::b59,resolved,10.1080/02693799508902059,via=crossref; ratio=1.00; year=1995,cr::10.1080/02693799508902059,10.1080/02693799508902059,27.1515660968386,0.999999993292446,True
Burnicki_2011_spatio-temporal-errors-land-cover::b60,resolved,10.1080/014311698214983,via=crossref; ratio=1.00; year=1998,cr::10.1080/014311698214983,10.1080/014311698214983,28.23902893808894,0.999999996843504,True
Burnicki_2011_spatio-temporal-errors-land-cover::b61,resolved,10.1080/01431160110104728,via=crossref; ratio=1.00; year=2002,cr::10.1080/01431160110104728,10.1080/01431160110104728,25.38727989667288,0.9999999772140451,True
Goodchild_2004_general-framework-error-analysis::b0,unresolved,,"best=crossref:1.00:10.1201/b12657-9; skipped=semanticscholar,arxiv (rate-limited)",cr::10.4324/9780203303245_chapter_one,10.4324/9780203303245_chapter_one,6.438327766119449,0.9886003639391706,False
Goodchild_2004_general-framework-error-analysis::b1,unresolved,,"best=crossref:1.00:10.1201/b12657-9; skipped=semanticscholar,arxiv (rate-limited)",cr::10.4324/9780203303245_chapter_one,10.4324/9780203303245_chapter_one,15.020163972668131,0.999969906892609,False
Goodchild_2004_general-framework-error-analysis::b2,unresolved,,"best=crossref:0.93:10.1007/s10109-004-0140-5; skipped=semanticscholar,arxiv (rate-limited)",cr::10.1007/s10109-004-0141-4,10.1007/s10109-004-0141-4,3.212280361833036,0.9026114104744088,False
Goodchild_2004_general-framework-error-analysis::b3,unresolved,,"best=crossref:1.00:10.1088/0957-0233/9/6/022; skipped=semanticscholar,arxiv (rate-limited)",cr::10.1063/1.882103,10.1063/1.882103,6.466467911489657,0.9888181001006041,False
Shi_1998_generic-statistical-approach-modelling::b0,unresolved,,"best=crossref:0.39:10.1016/0921-8890(91)90023-e; skipped=semanticscholar,arxiv (rate-limited)",cr::10.2172/10185908,10.2172/10185908,-9.052264642117017,0.0018800938600636121,False
Shi_1998_generic-statistical-approach-modelling::b1,unresolved,,"best=crossref:0.42:10.1179/caj.1976.13.1.22; skipped=semanticscholar,arxiv (rate-limited)",cr::10.1137/1.9781611970319.ch10,10.1137/1.9781611970319.ch10,-9.052264642117017,0.0018800938600636121,False
Shi_1998_generic-statistical-approach-modelling::b2,unresolved,,"best=crossref:0.89:10.1201/9781420059281.sec2; skipped=semanticscholar,arxiv (rate-limited)",cr::10.2172/10185908,10.2172/10185908,-9.052264642117017,0.0018800938600636121,False
Shi_1998_generic-statistical-approach-modelling::b3,unresolved,,"best=crossref:0.98:10.17077/etd.8tj1kn7f; skipped=semanticscholar,arxiv (rate-limited)",cr::10.1016/0031-8663(78)90007-8,10.1016/0031-8663(78)90007-8,-2.9100368229182303,0.11742086704336203,False
Shi_1998_generic-statistical-approach-modelling::b4,unresolved,,"best=crossref:0.43:10.7717/peerj.14746/fig-6; skipped=semanticscholar,arxiv (rate-limited)",cr::10.1093/oxfordjournals.aob.a084076,10.1093/oxfordjournals.aob.a084076,-14.401750926415923,4.6197759875344225e-05,False
Shi_1998_generic-statistical-approach-modelling::b5,unresolved,,"best=crossref:0.49:10.1002/9780470316481.fmatter; skipped=semanticscholar,arxiv (rate-limited)",cr::10.1002/9780470316481.fmatter,10.1002/9780470316481.fmatter,-9.052264642117017,0.0018800938600636121,False
Shi_1998_generic-statistical-approach-modelling::b6,unresolved,,"best=crossref:0.69:10.1111/1467-9671.00011; skipped=semanticscholar,arxiv (rate-limited)",cr::10.1214/aos/1176325774,10.1214/aos/1176325774,-5.498491480050674,0.021641490109947713,False
Shi_1998_generic-statistical-approach-modelling::b7,unresolved,,"best=crossref:0.56:10.1007/springerreference_61738; skipped=semanticscholar,arxiv (rate-limited)",work::Shi_1998_generic-statistical-approach-modelling,10.1080/136588198241923,-0.872689266837298,0.35322297191278423,False
Steenberg_2017_influence-building-renovation-rental::b0,resolved,10.1080/0964056032000096901,via=doi; registry=crossref; ratio=1.00,cr::10.1080/0964056032000096901,10.1080/0964056032000096901,28.65406643736778,0.999999997632628,True
Steenberg_2017_influence-building-renovation-rental::b1,resolved,10.1016/j.apgeog.2013.09.012,via=doi; registry=crossref; ratio=1.00,cr::10.1016/j.apgeog.2013.09.012,10.1016/j.apgeog.2013.09.012,28.65406643736778,0.999999997632628,True
Steenberg_2017_influence-building-renovation-rental::b2,resolved,10.1080/09640568.2010.530513,via=doi; registry=crossref; ratio=0.98,cr::10.1080/09640568.2010.530513,10.1080/09640568.2010.530513,27.650351449445274,0.9999999952530482,True
Steenberg_2017_influence-building-renovation-rental::b3,resolved,10.1080/0042098975925,via=crossref; ratio=1.00; year=1997,cr::10.1080/0042098975925,10.1080/0042098975925,27.33213834248042,0.99999999408157,True
Steenberg_2017_influence-building-renovation-rental::b4,resolved,10.29379/jedem.v6i1.329,via=crossref; ratio=1.00; year=2014,cr::10.29379/jedem.v6i1.329,10.29379/jedem.v6i1.329,18.750302135931737,0.999997732247552,True
Steenberg_2017_influence-building-renovation-rental::b5,unresolved,,"doi_title_mismatch (ratio 0.25 < 0.85; registry title 'Environmental justice, sustainability and vulnerability')",cr::10.1061/41148(389)89,10.1061/41148(389)89,-2.2249759084855603,0.17621049350089055,False
Steenberg_2017_influence-building-renovation-rental::b6,resolved,10.48044/jauf.1997.003,via=crossref; ratio=1.00; year=1997,cr::10.48044/jauf.1997.003,10.48044/jauf.1997.003,17.45752038670389,0.9999944440247716,True
Steenberg_2017_influence-building-renovation-rental::b7,resolved,10.1016/j.ufug.2016.03.008,via=doi; registry=crossref; ratio=0.99,cr::10.1016/j.ufug.2016.03.008,10.1016/j.ufug.2016.03.008,21.6382054826355,0.9999996936266649,True
Steenberg_2017_influence-building-renovation-rental::b8,resolved,10.1016/j.landurbplan.2013.01.005,via=doi; registry=crossref; ratio=1.00,cr::10.1016/j.landurbplan.2013.01.005,10.1016/j.landurbplan.2013.01.005,25.015027263890833,0.9999999705064915,True
Steenberg_2017_influence-building-renovation-rental::b9,unresolved,,"doi_title_contained (ratio 0.84 < 0.85; registry title 'Community groups and urban forestry activity: Drivers of uneven canopy'; contained 11 words, 0.72 of the longer)",cr::10.1016/j.landurbplan.2011.02.037,10.1016/j.landurbplan.2011.02.037,18.244165456237262,0.9999967792460132,False
Steenberg_2017_influence-building-renovation-rental::b10,resolved,10.5751/es-02197-120211,via=crossref; ratio=1.00; year=2007,cr::10.5751/es-02197-120211,10.5751/es-02197-120211,26.059119848074005,0.9999999856971278,True
Steenberg_2017_influence-building-renovation-rental::b11,resolved,10.3390/su7067379,via=doi; registry=crossref; ratio=0.98,cr::10.3390/su7067379,10.3390/su7067379,26.87983329556804,0.9999999919022587,True
Steenberg_2017_influence-building-renovation-rental::b12,unresolved,,"best=crossref:0.65:10.1080/00431672.2011.618800; skipped=semanticscholar,arxiv (rate-limited)",cr::10.21275/v4i11.nov151136,10.21275/v4i11.nov151136,-7.633160391912068,0.005011960281328341,False
Steenberg_2017_influence-building-renovation-rental::b13,resolved,10.1016/j.compenvurbsys.2014.08.001,via=doi; registry=crossref; ratio=0.97,cr::10.1016/j.compenvurbsys.2014.08.001,10.1016/j.compenvurbsys.2014.08.001,27.991536259192593,0.9999999962527907,True
Steenberg_2017_influence-building-renovation-rental::b14,resolved,10.1016/j.ufug.2015.06.003,via=doi; registry=crossref; ratio=1.00,cr::10.1016/j.ufug.2015.06.003,10.1016/j.ufug.2015.06.003,25.23576802013629,0.9999999746908913,True
Steenberg_2017_influence-building-renovation-rental::b15,resolved,10.1016/j.ufug.2010.11.004,via=doi; registry=crossref; ratio=1.00,cr::10.1016/j.ufug.2010.11.004,10.1016/j.ufug.2010.11.004,24.02426391494258,0.9999999413894344,True
Steenberg_2017_influence-building-renovation-rental::b16,resolved,10.1007/s00267-014-0310-2,via=doi; registry=crossref; ratio=1.00,cr::10.1007/s00267-014-0310-2,10.1007/s00267-014-0310-2,25.06410325558826,0.9999999714928964,True
Steenberg_2017_influence-building-renovation-rental::b17,resolved,10.1007/s10021-006-0116-z,via=doi; registry=crossref; ratio=1.00,cr::10.1007/s10021-006-0116-z,10.1007/s10021-006-0116-z,24.06410325558826,0.9999999429857945,True
Steenberg_2017_influence-building-renovation-rental::b18,resolved,10.1016/j.jue.2003.09.004,via=doi; registry=crossref; ratio=1.00,cr::10.1016/j.jue.2003.09.004,10.1016/j.jue.2003.09.004,29.65406643736778,0.999999998816314,True
Steenberg_2017_influence-building-renovation-rental::b19,resolved,10.48044/jauf.1994.017,via=crossref; ratio=1.00; year=1994,cr::10.48044/jauf.1994.017,10.48044/jauf.1994.017,18.165339635210582,0.9999965983751848,True
Steenberg_2017_influence-building-renovation-rental::b20,resolved,10.1016/s0094-1190(03)00081-0,via=doi; registry=crossref; ratio=1.00,cr::10.1016/s0094-1190(03)00081-0,10.1016/s0094-1190(03)00081-0,27.1515660968386,0.999999993292446,True
Steenberg_2017_influence-building-renovation-rental::b21,resolved,10.1016/j.regsciurbeco.2011.07.005,via=doi; registry=crossref; ratio=1.00,cr::10.1016/j.regsciurbeco.2011.07.005,10.1016/j.regsciurbeco.2011.07.005,27.23902893808894,0.9999999936870081,True
Steenberg_2017_influence-building-renovation-rental::b22,unresolved,,doi_title_mismatch (ratio 0.32 < 0.85; registry title 'The Political Ecology of Uneven Urban Green Space'),cr::10.1007/b97277,10.1007/b97277,-9.052264642117017,0.0018800938600636121,False
Steenberg_2017_influence-building-renovation-rental::b23,resolved,10.1080/10580530.2012.716740,via=doi; registry=crossref; ratio=1.00,cr::10.1080/10580530.2012.716740,10.1080/10580530.2012.716740,16.73822409850701,0.9999908527931604,True
Steenberg_2017_influence-building-renovation-rental::b24,unresolved,,"doi_not_registered (10.1080/15230406.2016.11765; crossref:404, datacite:404)",cr::10.1201/b21179-15,10.1201/b21179-15,-9.052264642117017,0.0018800938600636121,False
Steenberg_2017_influence-building-renovation-rental::b25,resolved,10.48044/jauf.2010.001,via=crossref; ratio=0.99; year=2010,cr::10.48044/jauf.2010.001,10.48044/jauf.2010.001,19.986053082704622,0.99999903706248,True
Steenberg_2017_influence-building-renovation-rental::b26,resolved,10.1016/j.ufug.2015.05.002,via=doi; registry=crossref; ratio=1.00,cr::10.1016/j.ufug.2015.05.002,10.1016/j.ufug.2015.05.002,24.650805519415133,0.9999999620363375,True
Steenberg_2017_influence-building-renovation-rental::b27,resolved,10.1016/j.ufug.2013.05.006,via=doi; registry=crossref; ratio=1.00,cr::10.1016/j.ufug.2013.05.006,10.1016/j.ufug.2013.05.006,24.040752037731146,0.9999999420554635,True
Steenberg_2017_influence-building-renovation-rental::b28,unresolved,,no_title_or_author (nothing to search on),cr::10.1007/978-0-387-45528-0_3,10.1007/978-0-387-45528-0_3,-0.9035571039407503,0.3483504148306963,False
Steenberg_2017_influence-building-renovation-rental::b29,resolved,10.1177/0885412205286160,via=doi; registry=crossref; ratio=1.00,cr::10.1177/0885412205286160,10.1177/0885412205286160,28.069103936646627,0.999999996448942,True
Steenberg_2017_influence-building-renovation-rental::b30,resolved,10.48044/jauf.2005.039,via=crossref; ratio=1.00; year=2005,cr::10.48044/jauf.2005.039,10.48044/jauf.2005.039,18.750302135931737,0.999997732247552,True
Steenberg_2017_influence-building-renovation-rental::b31,resolved,10.1080/00420980500185462,via=doi; registry=crossref; ratio=1.00,cr::10.1080/00420980500185462,10.1080/00420980500185462,28.23902893808894,0.999999996843504,True
Steenberg_2017_influence-building-renovation-rental::b32,resolved,10.48044/jauf.2008.048,via=crossref; ratio=1.00; year=2008,cr::10.48044/jauf.2008.048,10.48044/jauf.2008.048,23.968600012427828,0.9999999390838544,True
Steenberg_2017_influence-building-renovation-rental::b33,resolved,10.1007/978-1-4020-4289-8_2,via=crossref; ratio=1.00; year=2007,cr::10.1007/978-1-4020-4289-8_2,10.1007/978-1-4020-4289-8_2,18.601525625447046,0.9999974859047369,True
Steenberg_2017_influence-building-renovation-rental::b34,resolved,10.1016/j.landurbplan.2013.04.007,via=doi; registry=crossref; ratio=1.00,cr::10.1016/j.landurbplan.2013.04.007,10.1016/j.landurbplan.2013.04.007,26.610483529459522,0.9999999902400801,True
Steenberg_2017_influence-building-renovation-rental::b35,resolved,10.1016/j.ufug.2012.09.002,via=doi; registry=crossref; ratio=1.00,cr::10.1016/j.ufug.2012.09.002,10.1016/j.ufug.2012.09.002,23.625714538452304,0.9999999227406196,True
Steenberg_2017_influence-building-renovation-rental::b36,resolved,10.1080/09640568.2012.724666,via=doi; registry=crossref; ratio=1.00,cr::10.1080/09640568.2012.724666,10.1080/09640568.2012.724666,29.431674016031334,0.999999998619033,True
Steenberg_2017_influence-building-renovation-rental::b37,resolved,10.48044/jauf.2013.038,via=crossref; ratio=1.00; year=2013,cr::10.48044/jauf.2013.038,10.48044/jauf.2013.038,26.838015902617684,0.9999999916641059,True
Steenberg_2017_influence-building-renovation-rental::b38,resolved,10.1016/j.landurbplan.2013.01.006,via=doi; registry=crossref; ratio=1.00,cr::10.1016/j.landurbplan.2013.01.006,10.1016/j.landurbplan.2013.01.006,27.538589219947845,0.999999994870694,True
Steenberg_2017_influence-building-renovation-rental::b39,resolved,10.1371/journal.pone.0122051,via=doi; registry=crossref; ratio=1.00,cr::10.1371/journal.pone.0122051,10.1371/journal.pone.0122051,26.77959731945164,0.9999999913196361,True
Steenberg_2017_influence-building-renovation-rental::b40,resolved,10.1016/j.ufug.2013.11.004,via=doi; registry=crossref; ratio=1.00,cr::10.1016/j.ufug.2013.11.004,10.1016/j.ufug.2013.11.004,24.254876843083995,0.999999950047813,True
Steenberg_2017_influence-building-renovation-rental::b41,unresolved,,no_title_or_author (nothing to search on),cr::10.3410/f.716397954.791803007,10.3410/f.716397954.791803007,-9.052264642117017,0.0018800938600636121,False
Steenberg_2017_influence-building-renovation-rental::b42,resolved,10.1016/j.landurbplan.2013.04.003,via=doi; registry=crossref; ratio=1.00,cr::10.1016/j.landurbplan.2013.04.003,10.1016/j.landurbplan.2013.04.003,28.77959731945164,0.999999997829909,True
Steenberg_2017_influence-building-renovation-rental::b43,resolved,10.1016/j.jenvman.2015.08.008,via=doi; registry=crossref; ratio=1.00,cr::10.1016/j.jenvman.2015.08.008,10.1016/j.jenvman.2015.08.008,27.77959731945164,0.999999995659818,True
Steenberg_2017_influence-building-renovation-rental::b44,resolved,10.1139/er-2016-0022,via=doi; registry=crossref; ratio=1.00,cr::10.1139/er-2016-0022,10.1139/er-2016-0022,25.135741129676916,0.9999999728738633,True
Steenberg_2017_influence-building-renovation-rental::b45,unresolved,,"best=crossref:0.65:10.1016/j.landurbplan.2013.07.009; skipped=semanticscholar,arxiv (rate-limited)",cr::10.1111/j.1523-1739.2004.l02_1.x,10.1111/j.1523-1739.2004.l02_1.x,-9.052264642117017,0.0018800938600636121,False
Steenberg_2017_influence-building-renovation-rental::b46,resolved,10.1016/j.landurbplan.2012.03.010,via=doi; registry=crossref; ratio=0.99,cr::10.1016/j.landurbplan.2012.03.010,10.1016/j.landurbplan.2012.03.010,29.65406643736778,0.999999998816314,True
Steenberg_2017_influence-building-renovation-rental::b47,resolved,10.1007/s00267-006-0112-2,via=doi; registry=crossref; ratio=1.00,cr::10.1007/s00267-006-0112-2,10.1007/s00267-006-0112-2,27.33213834248042,0.99999999408157,True
Steenberg_2017_influence-building-renovation-rental::b48,resolved,10.1016/s0272-4944(05)80184-7,via=doi; registry=crossref; ratio=1.00,cr::10.1016/s0272-4944(05)80184-7,10.1016/s0272-4944(05)80184-7,27.109745921143972,0.9999999930951651,True
Steenberg_2017_influence-building-renovation-rental::b49,resolved,10.1016/j.landurbplan.2014.11.021,via=doi; registry=crossref; ratio=0.99,cr::10.1016/j.landurbplan.2014.11.021,10.1016/j.landurbplan.2014.11.021,28.917100843201574,0.99999999802719,True
Hall_1985_resampling-coverage-pattern::b0,unresolved,,no_title_or_author (nothing to search on),cr::10.1007/978-1-4615-9925-8_1,10.1007/978-1-4615-9925-8_1,-9.052264642117017,0.0018800938600636121,False
Hall_1985_resampling-coverage-pattern::b1,resolved,10.2307/2530566,via=crossref; ratio=1.00; year=1981,cr::10.2307/2530566,10.2307/2530566,28.48414143592547,0.9999999973367065,True
Hall_1985_resampling-coverage-pattern::b2,resolved,10.1214/aos/1176344552,via=crossref; ratio=1.00; year=1979,cr::10.1214/aos/1176344552,10.1214/aos/1176344552,15.629286734970371,0.9999802708982051,True
Hall_1985_resampling-coverage-pattern::b3,resolved,10.1137/1021092,via=crossref; ratio=0.88; year=1979,cr::10.1137/1021092,10.1137/1021092,8.804230523292595,0.9977680107439599,True
Hall_1985_resampling-coverage-pattern::b4,resolved,10.1093/biomet/68.3.589,via=crossref; ratio=1.00; year=1981,cr::10.1093/biomet/68.3.589,10.1093/biomet/68.3.589,26.48414143592547,0.9999999893468262,True
Hall_1985_resampling-coverage-pattern::b5,resolved,10.1080/00031305.1983.10483087,via=crossref; ratio=0.88; year=1983,cr::10.1080/00031305.1983.10483087,10.1080/00031305.1983.10483087,0.31316030504942005,0.5540544684709169,True
Hall_1985_resampling-coverage-pattern::b6,unresolved,,"best=crossref:0.59:10.33899/iqjoss.2010.30478; skipped=semanticscholar,arxiv (rate-limited)",cr::10.5962/bhl.title.134785,10.5962/bhl.title.134785,-9.052264642117017,0.0018800938600636121,False
Hall_1985_resampling-coverage-pattern::b7,resolved,10.1017/s0305004100029704,via=crossref; ratio=1.00; year=1954,cr::10.1017/s0305004100029704,10.1017/s0305004100029704,20.487267730097944,0.9999993196731856,True
Hall_1985_resampling-coverage-pattern::b8,ambiguous,,2 distinct works accepted at crossref,cr::10.1017/s0021900200028333,10.1017/s0021900200028333,19.0722302308191,0.9999981857972187,False
Hall_1985_resampling-coverage-pattern::b9,ambiguous,,2 distinct works accepted at crossref,cr::10.1017/s002190020009553x,10.1017/s002190020009553x,16.19776111290296,0.9999866959991327,False
Hall_1985_resampling-coverage-pattern::b10,unresolved,,"best=crossref:0.83:10.1201/9781482277234-6; skipped=semanticscholar,arxiv (rate-limited)",cr::10.2307/2531038,10.2307/2531038,-2.8746717103304924,0.11998517176758718,False
Hall_1985_resampling-coverage-pattern::b11,resolved,10.1111/j.2517-6161.1983.tb01240.x,via=crossref; ratio=1.00; year=1983,cr::10.1111/j.2517-6161.1983.tb01240.x,10.1111/j.2517-6161.1983.tb01240.x,17.902305229376786,0.9999959180529989,True
